Repository,User,Frequency,,
aspnet_Mvc.csv,adrian109,1
aspnet_Mvc.csv,afoliaco,2
aspnet_Mvc.csv,ajaybhargavb,161
aspnet_Mvc.csv,AlexejTimonin,5
aspnet_Mvc.csv,aligneddev,1
aspnet_Mvc.csv,Alxandr,2
aspnet_Mvc.csv,Anderman,1
aspnet_Mvc.csv,anurse,3
aspnet_Mvc.csv,ardalis,9
aspnet_Mvc.csv,AroraMunish,1
aspnet_Mvc.csv,artiomchi,1
aspnet_Mvc.csv,ashleyglee,1
aspnet_Mvc.csv,AshrafAlam,1
aspnet_Mvc.csv,avanderhoorn,2
aspnet_Mvc.csv,avertes,1
aspnet_Mvc.csv,awulkan,1
aspnet_Mvc.csv,bbowyersmyth,2
aspnet_Mvc.csv,bchavez,1
aspnet_Mvc.csv,benaadams,19
aspnet_Mvc.csv,bladehr8,1
aspnet_Mvc.csv,BrennanConroy,8
aspnet_Mvc.csv,bricelam,3
aspnet_Mvc.csv,CaffeinatedCM,1
aspnet_Mvc.csv,calebnelton,1
aspnet_Mvc.csv,campersau,1
aspnet_Mvc.csv,cesarbs,7
aspnet_Mvc.csv,ChengTian,6
aspnet_Mvc.csv,chrarnoldus,1
aspnet_Mvc.csv,cjqian,4
aspnet_Mvc.csv,cjrosa,1
aspnet_Mvc.csv,CodingGorilla,1
aspnet_Mvc.csv,CoskunSunali,1
aspnet_Mvc.csv,cottsak,1
aspnet_Mvc.csv,ctaggart,5
aspnet_Mvc.csv,ctolkien,1
aspnet_Mvc.csv,ctyar,4
aspnet_Mvc.csv,cwe1ss,2
aspnet_Mvc.csv,dale-palmer,2
aspnet_Mvc.csv,dalyl,2
aspnet_Mvc.csv,DamianEdwards,15
aspnet_Mvc.csv,Daniel15,1
aspnet_Mvc.csv,danroth27,2
aspnet_Mvc.csv,davidfowl,5
aspnet_Mvc.csv,DavidObando,1
aspnet_Mvc.csv,dotnet-maestro-bot,14
aspnet_Mvc.csv,dougbu,264
aspnet_Mvc.csv,dpaquette,2
aspnet_Mvc.csv,Dresel,1
aspnet_Mvc.csv,Eilon,5
aspnet_Mvc.csv,Elfocrash,2
aspnet_Mvc.csv,ErazerBrecht,1
aspnet_Mvc.csv,ErikSchierboom,1
aspnet_Mvc.csv,FabienLavocat,1
aspnet_Mvc.csv,femiot,1
aspnet_Mvc.csv,filipw,1
aspnet_Mvc.csv,flash2048,1
aspnet_Mvc.csv,geertdoornbos,1
aspnet_Mvc.csv,genusP,1
aspnet_Mvc.csv,ghisguth,1
aspnet_Mvc.csv,ghost,2
aspnet_Mvc.csv,gitter-badger,1
aspnet_Mvc.csv,Grinderofl,1
aspnet_Mvc.csv,hallatore,1
aspnet_Mvc.csv,HaoK,39
aspnet_Mvc.csv,Haplois,3
aspnet_Mvc.csv,harshgMSFT,32
aspnet_Mvc.csv,haruair,1
aspnet_Mvc.csv,hede,1
aspnet_Mvc.csv,henkmollema,15
aspnet_Mvc.csv,henrik-olsson-valtech,1
aspnet_Mvc.csv,HenrikWM,1
aspnet_Mvc.csv,herecydev,1
aspnet_Mvc.csv,hiiru,1
aspnet_Mvc.csv,hikalkan,1
aspnet_Mvc.csv,hishamco,4
aspnet_Mvc.csv,hughbe,1
aspnet_Mvc.csv,ianhong,18
aspnet_Mvc.csv,ignatandrei,2
aspnet_Mvc.csv,imranbaloch,1
aspnet_Mvc.csv,iscifoni,5
aspnet_Mvc.csv,ivaylokenov,6
aspnet_Mvc.csv,JamesNK,17
aspnet_Mvc.csv,javiercn,84
aspnet_Mvc.csv,jbagga,60
aspnet_Mvc.csv,jburgard,1
aspnet_Mvc.csv,jdom,1
aspnet_Mvc.csv,JefferyZh,2
aspnet_Mvc.csv,JeremySkinner,1
aspnet_Mvc.csv,Jetski5822,1
aspnet_Mvc.csv,jkotalik,4
aspnet_Mvc.csv,jmhmaine,2
aspnet_Mvc.csv,joheredi,1
aspnet_Mvc.csv,jo-ninja,1
aspnet_Mvc.csv,jterry75,1
aspnet_Mvc.csv,JunTaoLuo,15
aspnet_Mvc.csv,juunas11,3
aspnet_Mvc.csv,Kalyanms1,1
aspnet_Mvc.csv,KevinDockx,12
aspnet_Mvc.csv,kfbyldy,1
aspnet_Mvc.csv,khellang,13
aspnet_Mvc.csv,kichalla,165
aspnet_Mvc.csv,kirthik,35
aspnet_Mvc.csv,kishanAnem,5
aspnet_Mvc.csv,Krusen,1
aspnet_Mvc.csv,kulmugdha,7
aspnet_Mvc.csv,lajones,1
aspnet_Mvc.csv,laskoviymishka,2
aspnet_Mvc.csv,lodejard,1
aspnet_Mvc.csv,lovemory,1
aspnet_Mvc.csv,manojkulkarni30,1
