Repository,Pull state,Pull number,sha,Filename,File status,Additions,Deletions,Users,DateCreated,DateUpdated,dateClosed,dateMerged,,
D-Programming-Language/dmd,closed,413,0aee395d8392a2679e1c1b54edd335b06d292716,test/runnable/iasm64.d,modified,36,0,Abscissa,2011-09-27 12:33:37,2011-09-27 12:33:37,2011-09-29 02:40:44,2011-09-29 02:40:44
D-Programming-Language/dmd,closed,8194,72de65835ee7711ab86f085e3d3d212d151d3b8f,test/compilable/test12807.d,added,16,0,Biotronic,2018-04-19 10:44:34,2018-04-19 10:44:34,2018-04-23 07:55:34,2018-04-23 07:55:33
D-Programming-Language/dmd,closed,8194,9cf1b3ed163f086b734f0b335651d7c9adc85c15,test/compilable/test18775.d,added,20,0,Biotronic,2018-04-19 10:44:34,2018-04-19 10:44:34,2018-04-23 07:55:34,2018-04-23 07:55:33
D-Programming-Language/dmd,closed,5687,7764a81049e14813231965df5a11d170fd468e56,test/runnable/testxmm.d,modified,2,1,Biotronic,2016-04-20 08:59:06,2016-04-20 08:59:06,2016-04-20 11:52:53,2016-04-20 11:52:53
D-Programming-Language/dmd,closed,5507,f1923525104d588e09e1f4c65e14a5977929b28e,test/compilable/ddoc15475.d,added,12,0,calexHG,2016-03-08 20:39:49,2016-03-08 20:39:49,2016-03-09 05:37:02,2016-03-09 05:37:02
D-Programming-Language/dmd,closed,5507,6d20808fb2e6b67ca4273ba96454fe5c5ad60be4,test/compilable/extra-files/ddoc15475.html,added,14,0,calexHG,2016-03-08 20:39:49,2016-03-08 20:39:49,2016-03-09 05:37:02,2016-03-09 05:37:02
D-Programming-Language/dmd,closed,8809,b3562cc32653c8033ea6a9d75f7ad7f7855ca070,test/compilable/test19292.d,modified,3,2,dhasenan,2018-10-08 07:08:54,2018-10-08 07:08:54,2018-10-09 03:04:04,2018-10-09 03:04:04
D-Programming-Language/dmd,closed,8809,6b0e89803ed9e5325fc129775dfbe6a1de19f509,test/fail_compilation/ice12497.d,removed,0,18,dhasenan,2018-10-08 07:08:54,2018-10-08 07:08:54,2018-10-09 03:04:04,2018-10-09 03:04:04
D-Programming-Language/dmd,closed,8622,2ace6329dceaead744b132b0ad232452c8a1bc23,test/runnable/extra-files/cppb.h,modified,30,30,dhasenan,2018-08-27 06:14:12,2018-08-27 06:14:12,2018-08-27 09:35:34,2018-08-27 09:35:34
D-Programming-Language/dmd,closed,8680,cbc2a99eb080e02395fd5ad994a0a6e1c6d970ba,test/compilable/test5227.d,modified,7,0,dkgroot,2018-09-10 09:54:31,2018-09-10 09:54:31,2018-09-10 15:04:57,2018-09-10 15:04:57
D-Programming-Language/dmd,closed,7800,33f0448651faf7e8e48128540224455a8ef228a7,test/dub_package/frontend.d,modified,0,1,dkgroot,2018-01-28 13:50:19,2018-01-28 13:50:19,2018-09-20 04:20:28,NA
