Repository,User,Frequency,,
ballauriena_artspace.csv,ballauriena,58
ballauriena_artspace.csv,bneuman619,43
ballauriena_artspace.csv,Carpk,18
ballauriena_artspace.csv,KevinFalank,25
ballauriena_artspace.csv,NULL,2
banana-slugs-2014_GlucoseAmigo.csv,c14jcdj,18
banana-slugs-2014_GlucoseAmigo.csv,chriswoodrich,32
banana-slugs-2014_GlucoseAmigo.csv,NULL,2
banana-slugs-2014_GlucoseAmigo.csv,Qt-dev,33
banana-slugs-2014_GlucoseAmigo.csv,trekkie4life,17
banana-slugs-2014_GlucoseAmigo.csv,tyau,18
gitlabhq_gitlabhq.csv,0X1A,1
gitlabhq_gitlabhq.csv,0x20h,2
gitlabhq_gitlabhq.csv,1ed,2
gitlabhq_gitlabhq.csv,29decibel,1
gitlabhq_gitlabhq.csv,2called-chaos,2
gitlabhq_gitlabhq.csv,2rba,1
gitlabhq_gitlabhq.csv,5kg,2
gitlabhq_gitlabhq.csv,a1ee9b,1
gitlabhq_gitlabhq.csv,aaronsnyder,1
gitlabhq_gitlabhq.csv,ABaldwinHunter,1
gitlabhq_gitlabhq.csv,abalkin,2
gitlabhq_gitlabhq.csv,abbotllp,1
gitlabhq_gitlabhq.csv,abevoelker,7
gitlabhq_gitlabhq.csv,abhid,4
gitlabhq_gitlabhq.csv,abner,1
gitlabhq_gitlabhq.csv,abridgett,1
gitlabhq_gitlabhq.csv,Aciid,1
gitlabhq_gitlabhq.csv,adaiguoguo,1
gitlabhq_gitlabhq.csv,adaugherity,1
gitlabhq_gitlabhq.csv,adreyer,1
gitlabhq_gitlabhq.csv,AeroNotix,1
gitlabhq_gitlabhq.csv,afc163,2
gitlabhq_gitlabhq.csv,agconnor,1
gitlabhq_gitlabhq.csv,agjmills,4
gitlabhq_gitlabhq.csv,AhmedAliGokhy,1
gitlabhq_gitlabhq.csv,ahmedshafeeq,3
gitlabhq_gitlabhq.csv,ahmyi,1
gitlabhq_gitlabhq.csv,Aigeruth,1
gitlabhq_gitlabhq.csv,aihua,1
gitlabhq_gitlabhq.csv,akashima,1
gitlabhq_gitlabhq.csv,akiva,1
gitlabhq_gitlabhq.csv,akoenig,1
gitlabhq_gitlabhq.csv,AKoetsier,2
gitlabhq_gitlabhq.csv,akzhan,6
gitlabhq_gitlabhq.csv,alankehoe,1
gitlabhq_gitlabhq.csv,aleator83,1
gitlabhq_gitlabhq.csv,alerque,1
gitlabhq_gitlabhq.csv,alexcp,1
gitlabhq_gitlabhq.csv,AlexDenisov,23
gitlabhq_gitlabhq.csv,alexdo,1
gitlabhq_gitlabhq.csv,alexleutgoeb,2
gitlabhq_gitlabhq.csv,alexvh,1
gitlabhq_gitlabhq.csv,Alirezaies,1
gitlabhq_gitlabhq.csv,allistera,2
gitlabhq_gitlabhq.csv,alvindu-pw,1
gitlabhq_gitlabhq.csv,amacarthur,13
gitlabhq_gitlabhq.csv,amanelis,1
gitlabhq_gitlabhq.csv,amaurymedeiros,1
gitlabhq_gitlabhq.csv,ameily,2
gitlabhq_gitlabhq.csv,amferraz,1
gitlabhq_gitlabhq.csv,amouhzi,2
gitlabhq_gitlabhq.csv,amtrack,1
gitlabhq_gitlabhq.csv,andrba,1
gitlabhq_gitlabhq.csv,andreausu,1
gitlabhq_gitlabhq.csv,Andrew8xx8,19
gitlabhq_gitlabhq.csv,andrewwutw,2
gitlabhq_gitlabhq.csv,andrey-yantsen,1
gitlabhq_gitlabhq.csv,andruby,1
gitlabhq_gitlabhq.csv,annagrram,2
gitlabhq_gitlabhq.csv,anoldguy,1
gitlabhq_gitlabhq.csv,Anthony-Gaudino,1
gitlabhq_gitlabhq.csv,anthonymoralez,1
gitlabhq_gitlabhq.csv,anthonyryan1,1
gitlabhq_gitlabhq.csv,antonini,1
gitlabhq_gitlabhq.csv,Aorimn,3
gitlabhq_gitlabhq.csv,apazdnikov,3
gitlabhq_gitlabhq.csv,apmorton,1
gitlabhq_gitlabhq.csv,archiloque,6
gitlabhq_gitlabhq.csv,arenard,1
gitlabhq_gitlabhq.csv,argami,1
gitlabhq_gitlabhq.csv,ariejan,6
gitlabhq_gitlabhq.csv,arif-ali,3
gitlabhq_gitlabhq.csv,arifumi,1
gitlabhq_gitlabhq.csv,armetiz,3
